,titles,budgets,film_page_urls,directors,director_page_urls
136,Replicas,"                
            $30MM

",https://pro.imdb.com/title/tt4154916/?ref_=search_title_T1_result_137,Jeffrey Nachmanoff,https://pro.imdb.com/name/nm0618680/?ref_=search_title_T1_result_s_137
137,The Legend of Tarzan,"                
            $180MM

",https://pro.imdb.com/title/tt0918940/?ref_=search_title_T1_result_138,David Yates,https://pro.imdb.com/name/nm0946734/?ref_=search_title_T1_result_s_138
138,The Martian,"                
            $108MM

",https://pro.imdb.com/title/tt3659388/?ref_=search_title_T1_result_139,Ridley Scott,https://pro.imdb.com/name/nm0000631/?ref_=search_title_T1_result_s_139
139,The Great Gatsby,"                
            $105MM

",https://pro.imdb.com/title/tt1343092/?ref_=search_title_T1_result_140,Baz Luhrmann,https://pro.imdb.com/name/nm0525303/?ref_=search_title_T1_result_s_140
140,Maleficent,"                
            $180MM

",https://pro.imdb.com/title/tt1587310/?ref_=search_title_T1_result_141,Robert Stromberg,https://pro.imdb.com/name/nm0834902/?ref_=search_title_T1_result_s_141
141,Smallfoot,"                
            $80MM

",https://pro.imdb.com/title/tt6182908/?ref_=search_title_T1_result_142,Karey Kirkpatrick,https://pro.imdb.com/name/nm0456732/?ref_=search_title_T1_result_s_142
142,The Dark Tower,"                
            $60MM

",https://pro.imdb.com/title/tt1648190/?ref_=search_title_T1_result_143,Nikolaj Arcel,https://pro.imdb.com/name/nm1064048/?ref_=search_title_T1_result_s_143
143,Chef,"                
            $11MM

",https://pro.imdb.com/title/tt2883512/?ref_=search_title_T1_result_144,Jon Favreau,https://pro.imdb.com/name/nm0269463/?ref_=search_title_T1_result_s_144
144,Moonlight,"                
            $1.5MM

",https://pro.imdb.com/title/tt4975722/?ref_=search_title_T1_result_145,Barry Jenkins,https://pro.imdb.com/name/nm1503575/?ref_=search_title_T1_result_s_145
145,Mother!,"                
            $33MM

",https://pro.imdb.com/title/tt5109784/?ref_=search_title_T1_result_146,Darren Aronofsky,https://pro.imdb.com/name/nm0004716/?ref_=search_title_T1_result_s_146
146,Whiplash,"                
            $3.3MM

",https://pro.imdb.com/title/tt2582802/?ref_=search_title_T1_result_147,Damien Chazelle,https://pro.imdb.com/name/nm3227090/?ref_=search_title_T1_result_s_147
147,Iron Man 3,"                
            $200MM

",https://pro.imdb.com/title/tt1300854/?ref_=search_title_T1_result_148,Shane Black,https://pro.imdb.com/name/nm0000948/?ref_=search_title_T1_result_s_148
148,Wind River,"                
            $11MM

",https://pro.imdb.com/title/tt5362988/?ref_=search_title_T1_result_149,Taylor Sheridan,https://pro.imdb.com/name/nm0792263/?ref_=search_title_T1_result_s_149
149,The Impossible,"                
            $45MM

",https://pro.imdb.com/title/tt1649419/?ref_=search_title_T1_result_150,J.A. Bayona,https://pro.imdb.com/name/nm1291105/?ref_=search_title_T1_result_s_150
150,Fury,"                
            $68MM

",https://pro.imdb.com/title/tt2713180/?ref_=search_title_T1_result_151,David Ayer,https://pro.imdb.com/name/nm0043742/?ref_=search_title_T1_result_s_151
151,Kingsman: The Golden Circle,"                
            $104MM

",https://pro.imdb.com/title/tt4649466/?ref_=search_title_T1_result_152,Matthew Vaughn,https://pro.imdb.com/name/nm0891216/?ref_=search_title_T1_result_s_152
152,Bridesmaids,"                
            $32MM

",https://pro.imdb.com/title/tt1478338/?ref_=search_title_T1_result_153,Paul Feig,https://pro.imdb.com/name/nm0082450/?ref_=search_title_T1_result_s_153
153,Wrath of the Titans,"                
            $150MM

",https://pro.imdb.com/title/tt1646987/?ref_=search_title_T1_result_154,Jonathan Liebesman,https://pro.imdb.com/name/nm0509448/?ref_=search_title_T1_result_s_154
154,Tag,"                
            $28MM

",https://pro.imdb.com/title/tt2854926/?ref_=search_title_T1_result_155,Jeff Tomsic,https://pro.imdb.com/name/nm1762961/?ref_=search_title_T1_result_s_155
155,Lion,"                
            $12MM

",https://pro.imdb.com/title/tt3741834/?ref_=search_title_T1_result_156,Garth Davis,https://pro.imdb.com/name/nm0204628/?ref_=search_title_T1_result_s_156
156,The Girl on the Train,"                
            $45MM

",https://pro.imdb.com/title/tt3631112/?ref_=search_title_T1_result_157,Tate Taylor,https://pro.imdb.com/name/nm0853238/?ref_=search_title_T1_result_s_157
157,Sicario,"                
            $30MM

",https://pro.imdb.com/title/tt3397884/?ref_=search_title_T1_result_158,Denis Villeneuve,https://pro.imdb.com/name/nm0898288/?ref_=search_title_T1_result_s_158
158,Atomic Blonde,"                
            $30MM

",https://pro.imdb.com/title/tt2406566/?ref_=search_title_T1_result_159,David Leitch,https://pro.imdb.com/name/nm0500610/?ref_=search_title_T1_result_s_159
159,The Grand Budapest Hotel,"                
            $25MM

",https://pro.imdb.com/title/tt2278388/?ref_=search_title_T1_result_160,Wes Anderson,https://pro.imdb.com/name/nm0027572/?ref_=search_title_T1_result_s_160
160,Fantastic Beasts and Where to Find Them,"                
            $180MM

",https://pro.imdb.com/title/tt3183660/?ref_=search_title_T1_result_161,David Yates,https://pro.imdb.com/name/nm0946734/?ref_=search_title_T1_result_s_161
161,Godzilla,"                
            $160MM

",https://pro.imdb.com/title/tt0831387/?ref_=search_title_T1_result_162,Gareth Edwards,https://pro.imdb.com/name/nm2284484/?ref_=search_title_T1_result_s_162
162,Rampage,"                
            $120MM

",https://pro.imdb.com/title/tt2231461/?ref_=search_title_T1_result_163,Brad Peyton,https://pro.imdb.com/name/nm0679031/?ref_=search_title_T1_result_s_163
163,Les Misérables,"                
            $61MM

",https://pro.imdb.com/title/tt1707386/?ref_=search_title_T1_result_164,Tom Hooper,https://pro.imdb.com/name/nm0393799/?ref_=search_title_T1_result_s_164
164,The Shallows,"                
            $17MM

",https://pro.imdb.com/title/tt4052882/?ref_=search_title_T1_result_165,Jaume Collet-Serra,https://pro.imdb.com/name/nm1429471/?ref_=search_title_T1_result_s_165
165,Frozen,"                
            $150MM

",https://pro.imdb.com/title/tt2294629/?ref_=search_title_T1_result_166,Chris Buck,https://pro.imdb.com/name/nm0118333/?ref_=search_title_T1_result_s_166
166,Iron Man 2,"                
            $200MM

",https://pro.imdb.com/title/tt1228705/?ref_=search_title_T1_result_167,Jon Favreau,https://pro.imdb.com/name/nm0269463/?ref_=search_title_T1_result_s_167
167,American Hustle,"                
            $40MM

",https://pro.imdb.com/title/tt1800241/?ref_=search_title_T1_result_168,David O. Russell,https://pro.imdb.com/name/nm0751102/?ref_=search_title_T1_result_s_168
168,Moana,"                
            $150MM

",https://pro.imdb.com/title/tt3521164/?ref_=search_title_T1_result_169,Ron Clements,https://pro.imdb.com/name/nm0166256/?ref_=search_title_T1_result_s_169
169,Passengers,"                
            $110MM

",https://pro.imdb.com/title/tt1355644/?ref_=search_title_T1_result_170,Morten Tyldum,https://pro.imdb.com/name/nm0878763/?ref_=search_title_T1_result_s_170
170,Den of Thieves,"                
            $30MM

",https://pro.imdb.com/title/tt1259528/?ref_=search_title_T1_result_171,Christian Gudegast,https://pro.imdb.com/name/nm0345615/?ref_=search_title_T1_result_s_171
171,The Social Network,"                
            $40MM

",https://pro.imdb.com/title/tt1285016/?ref_=search_title_T1_result_172,David Fincher,https://pro.imdb.com/name/nm0000399/?ref_=search_title_T1_result_s_172
172,The Girl with the Dragon Tattoo,"                
            $90MM

",https://pro.imdb.com/title/tt1568346/?ref_=search_title_T1_result_173,David Fincher,https://pro.imdb.com/name/nm0000399/?ref_=search_title_T1_result_s_173
173,Mary Queen of Scots,"                
            $25MM

",https://pro.imdb.com/title/tt2328900/?ref_=search_title_T1_result_174,Josie Rourke,https://pro.imdb.com/name/nm6066050/?ref_=search_title_T1_result_s_174
174,Mandy,"                
            $6MM

",https://pro.imdb.com/title/tt6998518/?ref_=search_title_T1_result_175,Panos Cosmatos,https://pro.imdb.com/name/nm0181903/?ref_=search_title_T1_result_s_175
175,Logan,"                
            $97MM

",https://pro.imdb.com/title/tt3315342/?ref_=search_title_T1_result_176,James Mangold,https://pro.imdb.com/name/nm0003506/?ref_=search_title_T1_result_s_176
176,Captain America: The Winter Soldier,"                
            $170MM

",https://pro.imdb.com/title/tt1843866/?ref_=search_title_T1_result_177,Anthony Russo,https://pro.imdb.com/name/nm0751577/?ref_=search_title_T1_result_s_177
177,Hacksaw Ridge,"                
            $40MM

",https://pro.imdb.com/title/tt2119532/?ref_=search_title_T1_result_178,Mel Gibson,https://pro.imdb.com/name/nm0000154/?ref_=search_title_T1_result_s_178
178,"I, Tonya","                
            $11MM

",https://pro.imdb.com/title/tt5580036/?ref_=search_title_T1_result_179,Craig Gillespie,https://pro.imdb.com/name/nm0318916/?ref_=search_title_T1_result_s_179
179,Black Swan,"                
            $13MM

",https://pro.imdb.com/title/tt0947798/?ref_=search_title_T1_result_180,Darren Aronofsky,https://pro.imdb.com/name/nm0004716/?ref_=search_title_T1_result_s_180
180,Thor: The Dark World,"                
            $170MM

",https://pro.imdb.com/title/tt1981115/?ref_=search_title_T1_result_181,Alan Taylor,https://pro.imdb.com/name/nm0851930/?ref_=search_title_T1_result_s_181
181,London Has Fallen,"                
            $60MM

",https://pro.imdb.com/title/tt3300542/?ref_=search_title_T1_result_182,Babak Najafi,https://pro.imdb.com/name/nm0619836/?ref_=search_title_T1_result_s_182
182,Valerian and the City of a Thousand Planets,"                
            $177MM

",https://pro.imdb.com/title/tt2239822/?ref_=search_title_T1_result_183,Luc Besson,https://pro.imdb.com/name/nm0000108/?ref_=search_title_T1_result_s_183
183,Divergent,"                
            $85MM

",https://pro.imdb.com/title/tt1840309/?ref_=search_title_T1_result_184,Neil Burger,https://pro.imdb.com/name/nm1139726/?ref_=search_title_T1_result_s_184
184,Just Go with It,"                
            $80MM

",https://pro.imdb.com/title/tt1564367/?ref_=search_title_T1_result_185,Dennis Dugan,https://pro.imdb.com/name/nm0240797/?ref_=search_title_T1_result_s_185
185,Lady Bird,"                
            $10MM

",https://pro.imdb.com/title/tt4925292/?ref_=search_title_T1_result_186,Greta Gerwig,https://pro.imdb.com/name/nm1950086/?ref_=search_title_T1_result_s_186
186,Sicario: Day of the Soldado,"                
            $35MM

",https://pro.imdb.com/title/tt5052474/?ref_=search_title_T1_result_187,Stefano Sollima,https://pro.imdb.com/name/nm1356588/?ref_=search_title_T1_result_s_187
187,Ant-Man,"                
            $130MM

",https://pro.imdb.com/title/tt0478970/?ref_=search_title_T1_result_188,Peyton Reed,https://pro.imdb.com/name/nm0715636/?ref_=search_title_T1_result_s_188
188,The Imitation Game,"                
            $14MM

",https://pro.imdb.com/title/tt2084970/?ref_=search_title_T1_result_189,Morten Tyldum,https://pro.imdb.com/name/nm0878763/?ref_=search_title_T1_result_s_189
189,Batman v Superman: Dawn of Justice,"                
            $250MM

",https://pro.imdb.com/title/tt2975590/?ref_=search_title_T1_result_190,Zack Snyder,https://pro.imdb.com/name/nm0811583/?ref_=search_title_T1_result_s_190
190,The Girl in the Spider's Web,"                
            $43MM

",https://pro.imdb.com/title/tt5177088/?ref_=search_title_T1_result_191,Fede Alvarez,https://pro.imdb.com/name/nm1793079/?ref_=search_title_T1_result_s_191
191,The Nice Guys,"                
            $50MM

",https://pro.imdb.com/title/tt3799694/?ref_=search_title_T1_result_192,Shane Black,https://pro.imdb.com/name/nm0000948/?ref_=search_title_T1_result_s_192
192,Alien: Covenant,"                
            $97MM

",https://pro.imdb.com/title/tt2316204/?ref_=search_title_T1_result_193,Ridley Scott,https://pro.imdb.com/name/nm0000631/?ref_=search_title_T1_result_s_193
193,Hostiles,"                
            $39MM

",https://pro.imdb.com/title/tt5478478/?ref_=search_title_T1_result_194,Scott Cooper,https://pro.imdb.com/name/nm0178376/?ref_=search_title_T1_result_s_194
194,Spectre,"                
            $245MM

",https://pro.imdb.com/title/tt2379713/?ref_=search_title_T1_result_195,Sam Mendes,https://pro.imdb.com/name/nm0005222/?ref_=search_title_T1_result_s_195
195,The Snowman,"                
            $35MM

",https://pro.imdb.com/title/tt1758810/?ref_=search_title_T1_result_196,Tomas Alfredson,https://pro.imdb.com/name/nm0019247/?ref_=search_title_T1_result_s_196
196,The Help,"                
            $25MM

",https://pro.imdb.com/title/tt1454029/?ref_=search_title_T1_result_197,Tate Taylor,https://pro.imdb.com/name/nm0853238/?ref_=search_title_T1_result_s_197
197,Destroyer,"                
            $9MM

",https://pro.imdb.com/title/tt7137380/?ref_=search_title_T1_result_198,Karyn Kusama,https://pro.imdb.com/name/nm0476201/?ref_=search_title_T1_result_s_198
198,The Hunger Games: Catching Fire,"                
            $130MM

",https://pro.imdb.com/title/tt1951264/?ref_=search_title_T1_result_199,Francis Lawrence,https://pro.imdb.com/name/nm1349376/?ref_=search_title_T1_result_s_199
199,21 Jump Street,"                
            $42MM

",https://pro.imdb.com/title/tt1232829/?ref_=search_title_T1_result_200,Phil Lord,https://pro.imdb.com/name/nm0520488/?ref_=search_title_T1_result_s_200
200,Nightcrawler,"                
            $8.5MM

",https://pro.imdb.com/title/tt2872718/?ref_=search_title_T1_result_201,Dan Gilroy,https://pro.imdb.com/name/nm0319659/?ref_=search_title_T1_result_s_201
201,Pitch Perfect,"                
            $17MM

",https://pro.imdb.com/title/tt1981677/?ref_=search_title_T1_result_202,Jason Moore,https://pro.imdb.com/name/nm0601337/?ref_=search_title_T1_result_s_202
202,Harry Potter and the Deathly Hallows: Part 1,"                
            £150MM

",https://pro.imdb.com/title/tt0926084/?ref_=search_title_T1_result_203,David Yates,https://pro.imdb.com/name/nm0946734/?ref_=search_title_T1_result_s_203
203,Murder on the Orient Express,"                
            $55MM

",https://pro.imdb.com/title/tt3402236/?ref_=search_title_T1_result_204,Kenneth Branagh,https://pro.imdb.com/name/nm0000110/?ref_=search_title_T1_result_s_204
204,Beautiful Boy,"                
            $25MM

",https://pro.imdb.com/title/tt1226837/?ref_=search_title_T1_result_205,Felix van Groeningen,https://pro.imdb.com/name/nm0886976/?ref_=search_title_T1_result_s_205
205,Drive,"                
            $15MM

",https://pro.imdb.com/title/tt0780504/?ref_=search_title_T1_result_206,Nicolas Winding Refn,https://pro.imdb.com/name/nm0716347/?ref_=search_title_T1_result_s_206
206,John Carter,"                
            $250MM

",https://pro.imdb.com/title/tt0401729/?ref_=search_title_T1_result_207,Andrew Stanton,https://pro.imdb.com/name/nm0004056/?ref_=search_title_T1_result_s_207
207,Kick-Ass,"                
            $30MM

",https://pro.imdb.com/title/tt1250777/?ref_=search_title_T1_result_208,Matthew Vaughn,https://pro.imdb.com/name/nm0891216/?ref_=search_title_T1_result_s_208
208,Toy Story 3,"                
            $200MM

",https://pro.imdb.com/title/tt0435761/?ref_=search_title_T1_result_209,Lee Unkrich,https://pro.imdb.com/name/nm0881279/?ref_=search_title_T1_result_s_209
209,Rogue One: A Star Wars Story,"                
            $200MM

",https://pro.imdb.com/title/tt3748528/?ref_=search_title_T1_result_210,Gareth Edwards,https://pro.imdb.com/name/nm2284484/?ref_=search_title_T1_result_s_210
210,The Other Guys,"                
            $100MM

",https://pro.imdb.com/title/tt1386588/?ref_=search_title_T1_result_211,Adam McKay,https://pro.imdb.com/name/nm0570912/?ref_=search_title_T1_result_s_211
